# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.326689234701916575e-04 9.207473993301391602e-01 2.934545707702636719e+01 5.387694388628005981e-02 1.322499990463256836e+00 3.600000000000000000e+01 4.579599914550781250e+02 2.500000000000000000e+01 1.460171479266136885e-04 1.019062757492065430e+00 2.942246818542480469e+01 5.952686443924903870e-02 1.322499990463256836e+00 3.600000000000000000e+01 4.579599914550781250e+02 2.500000000000000000e+01
2.000000000000000000e+02 3.884977996349334717e-01 3.639049768447875977e+00 1.117185878753662109e+01 5.510737746953964233e-02 1.520340800285339355e+00 3.531491088867187500e+01 4.507080993652343750e+02 2.436696434020996094e+01 4.279586672782897949e-01 4.030179023742675781e+00 9.276355743408203125e+00 6.000597774982452393e-02 1.520340800285339355e+00 3.531491088867187500e+01 4.507080993652343750e+02 2.436696434020996094e+01
4.000000000000000000e+02 6.550324559211730957e-01 5.241360187530517578e+00 7.967163085937500000e+00 5.571571364998817444e-02 1.684512734413146973e+00 3.442369461059570312e+01 4.434995422363281250e+02 2.372947120666503906e+01 7.227020263671875000e-01 5.820684909820556641e+00 5.662939548492431641e+00 6.027889624238014221e-02 1.684512734413146973e+00 3.442369461059570312e+01 4.434995422363281250e+02 2.372947120666503906e+01
6.000000000000000000e+02 6.668894886970520020e-01 5.288688182830810547e+00 7.812162876129150391e+00 5.570922419428825378e-02 1.882736802101135254e+00 3.325645065307617188e+01 4.348097839355468750e+02 2.283032226562500000e+01 7.345082163810729980e-01 5.857319831848144531e+00 5.414798736572265625e+00 6.044494733214378357e-02 1.882736802101135254e+00 3.325645065307617188e+01 4.348097839355468750e+02 2.283032226562500000e+01
8.000000000000000000e+02 6.632047295570373535e-01 5.337244510650634766e+00 7.902727127075195312e+00 5.534460023045539856e-02 2.130987405776977539e+00 3.159719848632812500e+01 4.238709411621093750e+02 2.153586578369140625e+01 7.305042743682861328e-01 5.907895565032958984e+00 5.328932285308837891e+00 6.088360771536827087e-02 2.130987405776977539e+00 3.159719848632812500e+01 4.238709411621093750e+02 2.153586578369140625e+01
1.000000000000000000e+03 6.587936282157897949e-01 5.365657329559326172e+00 8.335045814514160156e+00 5.579636245965957642e-02 2.437598228454589844e+00 2.933230590820312500e+01 4.099023132324218750e+02 1.972083282470703125e+01 7.267051935195922852e-01 5.944820404052734375e+00 5.437529087066650391e+00 6.205823272466659546e-02 2.437598228454589844e+00 2.933230590820312500e+01 4.099023132324218750e+02 1.972083282470703125e+01
1.200000000000000000e+03 6.480152010917663574e-01 5.398554325103759766e+00 9.136171340942382812e+00 5.818333476781845093e-02 2.766721725463867188e+00 2.638831138610839844e+01 3.922393493652343750e+02 1.733394813537597656e+01 7.131661772727966309e-01 5.956605911254882812e+00 5.727912425994873047e+00 6.418046355247497559e-02 2.766721725463867188e+00 2.638831138610839844e+01 3.922393493652343750e+02 1.733394813537597656e+01
1.400000000000000000e+03 6.348912119865417480e-01 5.377123832702636719e+00 1.037814712524414062e+01 6.229246407747268677e-02 2.985034942626953125e+00 2.275319099426269531e+01 3.705592346191406250e+02 1.447452545166015625e+01 6.924618482589721680e-01 5.887436389923095703e+00 6.313049793243408203e+00 6.745330989360809326e-02 2.985034942626953125e+00 2.275319099426269531e+01 3.705592346191406250e+02 1.447452545166015625e+01
1.600000000000000000e+03 6.135193109512329102e-01 5.257848262786865234e+00 1.167859554290771484e+01 6.558915972709655762e-02 2.906962633132934570e+00 1.859720420837402344e+01 3.451174011230468750e+02 1.138002300262451172e+01 6.674766540527343750e-01 5.713121414184570312e+00 7.122961997985839844e+00 7.124079763889312744e-02 2.906962633132934570e+00 1.859720420837402344e+01 3.451174011230468750e+02 1.138002300262451172e+01
1.800000000000000000e+03 6.010599136352539062e-01 5.260549545288085938e+00 1.225745105743408203e+01 6.988709419965744019e-02 2.465182065963745117e+00 1.434402847290039062e+01 3.169978027343750000e+02 8.310009956359863281e+00 6.583940386772155762e-01 5.723218917846679688e+00 7.770389556884765625e+00 7.707084715366363525e-02 2.465182065963745117e+00 1.434402847290039062e+01 3.169978027343750000e+02 8.310009956359863281e+00
2.000000000000000000e+03 5.862828493118286133e-01 5.171551704406738281e+00 1.189803695678710938e+01 7.571922987699508667e-02 1.778301596641540527e+00 1.047727108001708984e+01 2.879995727539062500e+02 5.494379520416259766e+00 6.383436322212219238e-01 5.642391204833984375e+00 8.596782684326171875e+00 8.476812392473220825e-02 1.778301596641540527e+00 1.047727108001708984e+01 2.879995727539062500e+02 5.494379520416259766e+00
