# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.753963828086853027e+00 3.793140029907226562e+01 4.578822631835937500e+02 1.077206254005432129e+00 2.066406250000000000e+00 4.444445073604583740e-01 1.000000000000000000e+02 4.000000000000000000e+00 1.771848559379577637e+00 3.785414886474609375e+01 4.578766784667968750e+02 1.080066084861755371e+00 2.066406250000000000e+00 4.444445073604583740e-01 1.000000000000000000e+02 4.000000000000000000e+00
5.000000000000000000e+03 4.997000694274902344e+00 9.851758575439453125e+01 2.391819915771484375e+02 9.969977140426635742e-01 4.221939563751220703e+00 4.430947899818420410e-01 3.264421463012695312e+01 3.723894357681274414e+00 4.997579574584960938e+00 9.852153015136718750e+01 2.391792907714843750e+02 9.970514178276062012e-01 4.221939563751220703e+00 4.430947899818420410e-01 3.264421463012695312e+01 3.723894357681274414e+00
1.000000000000000000e+04 8.941832542419433594e+00 1.645348052978515625e+02 9.398374176025390625e+01 9.072529077529907227e-01 8.030029296875000000e+00 1.399069577455520630e-01 9.059183120727539062e+00 1.997003746032714844e+01 8.942237854003906250e+00 1.645407562255859375e+02 9.398339843750000000e+01 9.072726964950561523e-01 8.030029296875000000e+00 1.399069577455520630e-01 9.059183120727539062e+00 1.997003746032714844e+01
1.500000000000000000e+04 3.477209091186523438e+00 3.582427203655242920e-01 1.183600202202796936e-01 3.196949362754821777e-01 1.723072975873947144e-01 2.375499963760375977e+00 1.235961914062500000e+01 6.603251457214355469e+00 3.631550073623657227e+00 3.517027199268341064e-01 2.715023048222064972e-02 2.542800009250640869e-01 1.723072975873947144e-01 2.375499963760375977e+00 1.235961914062500000e+01 6.603251457214355469e+00
2.000000000000000000e+04 2.767440795898437500e+00 3.766744434833526611e-01 8.872925043106079102e-01 6.775705814361572266e-01 3.120397590100765228e-02 5.081320405006408691e-01 4.801099300384521484e+00 1.974064469337463379e+00 2.857433557510375977e+00 3.930243551731109619e-01 8.857144117355346680e-01 1.727477312088012695e-01 3.120397590100765228e-02 5.081320405006408691e-01 4.801099300384521484e+00 1.974064469337463379e+00
2.500000000000000000e+04 2.121379852294921875e+00 3.124509379267692566e-02 4.044445157051086426e-01 6.603862047195434570e-01 1.266723126173019409e-01 3.447721898555755615e-01 2.003671646118164062e+00 6.758439540863037109e-01 2.212466716766357422e+00 2.738153003156185150e-02 3.825058341026306152e-01 1.811618357896804810e-01 1.266723126173019409e-01 3.447721898555755615e-01 2.003671646118164062e+00 6.758439540863037109e-01
3.000000000000000000e+04 1.785657286643981934e+00 1.044404227286577225e-02 2.910483181476593018e-01 4.903353750705718994e-01 8.879069983959197998e-02 1.026680395007133484e-01 5.689787268638610840e-01 8.771736919879913330e-02 1.848318815231323242e+00 1.781059056520462036e-02 2.378015667200088501e-01 3.708657026290893555e-01 8.879069983959197998e-02 1.026680395007133484e-01 5.689787268638610840e-01 8.771736919879913330e-02
3.500000000000000000e+04 1.425886273384094238e+00 2.366966102272272110e-03 2.601073868572711945e-02 2.060676813125610352e-01 4.293008148670196533e-02 4.826575983315706253e-03 1.315485034137964249e-02 4.328974988311529160e-03 1.669635295867919922e+00 4.587932955473661423e-03 1.883104629814624786e-02 1.120104908943176270e+00 4.293008148670196533e-02 4.826575983315706253e-03 1.315485034137964249e-02 4.328974988311529160e-03
4.000000000000000000e+04 1.298904895782470703e+00 1.571649918332695961e-04 1.220917329192161560e-02 8.549275249242782593e-02 3.398229018785059452e-04 4.465282108867540956e-05 3.084877680521458387e-04 1.107011921703815460e-03 1.457717895507812500e+00 2.371007353067398071e-01 1.391876935958862305e+00 6.207384467124938965e-01 3.398229018785059452e-04 4.465282108867540956e-05 3.084877680521458387e-04 1.107011921703815460e-03
4.500000000000000000e+04 1.280655503273010254e+00 4.223793075652793050e-05 4.528026096522808075e-03 3.846357762813568115e-02 7.924942110548727214e-06 1.259414148080395535e-06 4.902627915726043284e-05 4.126964486204087734e-04 1.424260616302490234e+00 7.116504907608032227e-01 4.996409893035888672e+00 6.031203866004943848e-01 7.924942110548727214e-06 1.259414148080395535e-06 4.902627915726043284e-05 4.126964486204087734e-04
5.000000000000000000e+04 1.275297880172729492e+00 2.032584416156169027e-05 1.596770365722477436e-03 1.919542998075485229e-02 4.469266059459187090e-07 1.147805548384894792e-07 1.257242183783091605e-05 1.647746103117242455e-04 1.413613557815551758e+00 1.331812739372253418e+00 1.042278957366943359e+01 5.769496560096740723e-01 4.469266059459187090e-07 1.147805548384894792e-07 1.257242183783091605e-05 1.647746103117242455e-04
5.500000000000000000e+04 1.273032665252685547e+00 3.193593147443607450e-05 8.625886985100805759e-04 1.032960135489702225e-02 9.011012593873601872e-07 2.118457729238798493e-07 2.933680661953985691e-06 6.823173316661268473e-05 1.413584947586059570e+00 2.325525999069213867e+00 1.909084510803222656e+01 5.858941078186035156e-01 9.011012593873601872e-07 2.118457729238798493e-07 2.933680661953985691e-06 6.823173316661268473e-05
6.000000000000000000e+04 1.272015810012817383e+00 5.865510047442512587e-06 2.904455468524247408e-04 6.492496002465486526e-03 1.561975523145520128e-06 2.190350656405826157e-08 1.912212610477581620e-06 3.388669574633240700e-05 1.421488285064697266e+00 3.803303480148315430e+00 3.171284866333007812e+01 6.519840359687805176e-01 1.561975523145520128e-06 2.190350656405826157e-08 1.912212610477581620e-06 3.388669574633240700e-05
6.500000000000000000e+04 1.271277427673339844e+00 2.744385710684582591e-06 1.826420775614678860e-04 4.718453157693147659e-03 2.131820110662374645e-06 3.556584715624921955e-08 1.327192876487970352e-06 2.024706554948352277e-05 1.435222983360290527e+00 5.768532752990722656e+00 4.838922500610351562e+01 7.620192170143127441e-01 2.131820110662374645e-06 3.556584715624921955e-08 1.327192876487970352e-06 2.024706554948352277e-05
7.000000000000000000e+04 1.270894169807434082e+00 2.205411874456331134e-06 1.331145904259756207e-04 3.703518304973840714e-03 2.040909748757258058e-06 2.405330690180562669e-08 6.789341568946838379e-07 1.360733585897833109e-05 1.441177010536193848e+00 7.361803531646728516e+00 6.191219329833984375e+01 8.156306743621826172e-01 2.040909748757258058e-06 2.405330690180562669e-08 6.789341568946838379e-07 1.360733585897833109e-05
