# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.293804168701171875e+00 1.433414306640625000e+02 1.834839477539062500e+03 3.795653820037841797e+00 1.322499990463256836e+00 3.600000000000000000e+01 4.579599914550781250e+02 1.000000000000000000e+00 5.293897151947021484e+00 1.433243560791015625e+02 1.834915161132812500e+03 3.830383300781250000e+00 1.322499990463256836e+00 3.600000000000000000e+01 4.579599914550781250e+02 1.000000000000000000e+00
2.000000000000000000e+03 5.552647590637207031e+00 1.522219238281250000e+02 1.787463867187500000e+03 3.776083230972290039e+00 5.938168764114379883e-01 3.349311447143554688e+01 4.237847290039062500e+02 5.156139731407165527e-01 5.574153423309326172e+00 1.523706970214843750e+02 1.786708740234375000e+03 3.823270320892333984e+00 5.938168764114379883e-01 3.349311447143554688e+01 4.237847290039062500e+02 5.156139731407165527e-01
4.000000000000000000e+03 2.555865669250488281e+01 5.358095703125000000e+02 6.595652465820312500e+02 3.674430131912231445e+00 5.458058834075927734e+00 3.147503852844238281e+01 3.389536437988281250e+02 9.920181274414062500e+00 2.609796333312988281e+01 5.388932495117187500e+02 6.578218994140625000e+02 3.766731262207031250e+00 5.458058834075927734e+00 3.147503852844238281e+01 3.389536437988281250e+02 9.920181274414062500e+00
6.000000000000000000e+03 3.814150619506835938e+01 7.106807250976562500e+02 3.800677185058593750e+02 3.686298131942749023e+00 6.504796504974365234e+00 2.608253288269042969e+01 2.794652099609375000e+02 1.455884647369384766e+01 3.739631652832031250e+01 7.198101196289062500e+02 3.842819213867187500e+02 3.740353584289550781e+00 6.504796504974365234e+00 2.608253288269042969e+01 2.794652099609375000e+02 1.455884647369384766e+01
8.000000000000000000e+03 4.025793075561523438e+01 7.150704956054687500e+02 3.548861694335937500e+02 3.732860088348388672e+00 5.799060821533203125e+00 2.153813171386718750e+01 2.341651916503906250e+02 1.432361793518066406e+01 3.873944091796875000e+01 7.280676269531250000e+02 3.620764465332031250e+02 3.750779628753662109e+00 5.799060821533203125e+00 2.153813171386718750e+01 2.341651916503906250e+02 1.432361793518066406e+01
1.000000000000000000e+04 4.020234298706054688e+01 7.100634155273437500e+02 3.482326965332031250e+02 3.725266695022583008e+00 5.261126518249511719e+00 1.788846206665039062e+01 1.947233581542968750e+02 1.463004016876220703e+01 3.888809585571289062e+01 7.250365600585937500e+02 3.562866210937500000e+02 3.752427577972412109e+00 5.261126518249511719e+00 1.788846206665039062e+01 1.947233581542968750e+02 1.463004016876220703e+01
1.200000000000000000e+04 3.980593109130859375e+01 7.041735229492187500e+02 3.412299194335937500e+02 3.699586868286132812e+00 4.420734882354736328e+00 1.565108776092529297e+01 1.634692382812500000e+02 1.461361885070800781e+01 3.873839950561523438e+01 7.203593750000000000e+02 3.494049987792968750e+02 3.735120773315429688e+00 4.420734882354736328e+00 1.565108776092529297e+01 1.634692382812500000e+02 1.461361885070800781e+01
1.400000000000000000e+04 3.897113800048828125e+01 6.973323974609375000e+02 3.290747375488281250e+02 3.645268440246582031e+00 3.257701396942138672e+00 1.514197254180908203e+01 1.407752380371093750e+02 1.411087131500244141e+01 3.827433013916015625e+01 7.140900268554687500e+02 3.368380126953125000e+02 3.688453435897827148e+00 3.257701396942138672e+00 1.514197254180908203e+01 1.407752380371093750e+02 1.411087131500244141e+01
1.600000000000000000e+04 3.732313919067382812e+01 6.870449829101562500e+02 3.082861022949218750e+02 3.543712615966796875e+00 1.964964509010314941e+00 1.668846893310546875e+01 1.271368560791015625e+02 1.341142940521240234e+01 3.720908355712890625e+01 7.037401123046875000e+02 3.148752136230468750e+02 3.600870847702026367e+00 1.964964509010314941e+00 1.668846893310546875e+01 1.271368560791015625e+02 1.341142940521240234e+01
1.800000000000000000e+04 3.451619720458984375e+01 6.629603271484375000e+02 2.778531188964843750e+02 3.398505687713623047e+00 8.977284431457519531e-01 2.073761940002441406e+01 1.233772811889648438e+02 1.361377429962158203e+01 3.496467590332031250e+01 6.786863403320312500e+02 2.820773010253906250e+02 3.474433898925781250e+00 8.977284431457519531e-01 2.073761940002441406e+01 1.233772811889648438e+02 1.361377429962158203e+01
